ad_id,ad_name,ad_status,format_category,campaign_id,campaign_name,campaign_objective,adset_id,adset_name,optimization_goal,creative_title,creative_body,creative_image_url,creative_thumbnail_url,copy_text,link_url,spend,impressions,clicks,ctr,cpc,cpm,roas,conversions,conversion_rate
120236358861130325,M38 [aura kebaya tanjung],ACTIVE,Video/Reel,120236358860800325,Rona Jingga | Conversions | Tyra | M40,OUTCOME_SALES,120236358860810325,Rona Jingga | Interest Targeting,OFFSITE_CONVERSIONS,Ironless Loose Kebaya 😍 👉🏻,"Haa tengok ni! Serius takkan menyesal sebab kebaya ni untuk korang yang nak tampil anggun, eksklusif & on-the-go! 😍

Dah la cantik, minimal & paling penting TAK PERLU GOSOK! Sarung je terus siap, sesuai sangat untuk hari-hari sibuk atau bila nak cepat!

Warna mana satu idaman hati?? Cepat grab sekarang!",,https://scontent.fkul6-4.fna.fbcdn.net/v/t15.5256-10/554238032_1334833051533754_3091152025161086884_n.jpg?_nc_cat=101&ccb=1-7&_nc_eui2=AeFBGUkdmTBNJHlyhjUXltuzTx2H9iBtLFpPHYf2IG0sWpTl0vT2-A4vNccUDMxg4LUhKuW2syyCtWL-2o0EfkBe&_nc_ohc=lO7fBVH7k9gQ7kNvwEQJ2vG&_nc_oc=AdmyGZ04YojzoFl-OVbUY7epu6E-l28VLfZPLR5_-kkDlrgvzmYBN2mz-p43G10q2L4&_nc_zt=23&_nc_ht=scontent.fkul6-4.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQHIk_UYzm9gEOfhw-NA24yLESPGw26x2P3Nd-Fwil2le1qSfgZetqNNfwBDVk87eBzNZxWyZ_dY&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=282d23&_nc_sid=58080a&oh=00_AffN2TOQ9l7P2ZPxnP9IwRktJYCfbkDDueFOoIWMD-N3sQ&oe=69063540,,,5.06,157,2,1.273885,2.53,32.229299,0.0,0,0.0
120236913841400325,C1 - 22/10/25 (Reuse content),ACTIVE,Static Image,120236913841360325,Klinik Luka | WA | M2 |Amirah,OUTCOME_LEADS,120236913841350325,Diabetes,CONVERSATIONS,,"Jangan biarkan luka jadi semakin teruk! 🚨

Klinik kami menawarkan rawatan luka yang komprehensif menggunakan Rejim Khas Dr Luka, bukan sekadar cuci luka biasa (dressing)

Kami merawat pelbagai jenis luka, termasuk:
✅ Luka Kencing Manis (Diabetic Wound)
✅ Luka/ Ulser Vena (Venous Ulcer)
✅ Pembedahan Kecil (Minor Operations)
✅ Penjagaan Luka Selepas Pembedahan (Caesarean, Bypass, dll.)
✅ Luka Kemalangan

💉 Rawatan cepat & selamat, sebelum luka jadi serius.

📲 WhatsApp kami hari ini & book rawatan anda segera!",,https://scontent.fkul6-2.fna.fbcdn.net/v/t15.5256-10/544587150_1002568745257506_1092362941864525472_n.jpg?_nc_cat=110&ccb=1-7&_nc_eui2=AeGZJbpCc24EHdETI1KDIngxcAe6ah_v_2JwB7pqH-__YsY2eMX6cflJHabj82AK_6UoSOQ1TUF98Cxos3NnJfeK&_nc_ohc=qPFoMm_2KvYQ7kNvwHbZIjT&_nc_oc=AdmiJistQAmtY0zcuR6eFuwQqJ3U5KEBqPjUP631mV_iHMPn3kkXrQaYFQ6Qptih0ww&_nc_zt=23&_nc_ht=scontent.fkul6-2.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQGD3wWqFVYunK0ZfRLO59YgS1psRXe6zLmw1T7sCeeoKLVRjt_cOJ6qD5S0TwQrg4ZnvIsQpru6&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=282d23&_nc_sid=58080a&oh=00_Afe3SQDjCty-zh_XAyRpjmMJl71w-9gGZyfaEXKOeE8ojQ&oe=690638FE,,,199.07,12901,302,2.340904,0.659172,15.430587,0.0,0,0.0
120237325564900325,C3 - 28/10,ACTIVE,Static Image,120236905896320325,MeGroup | Engagement | M20 | Amirah,OUTCOME_ENGAGEMENT,120236905896310325,Interest Targeting | Car Brands,POST_ENGAGEMENT,,"🚘 Every Dream Has Its Perfect Ride 🚘

From sleek sedans to bold SUVs, discover the Honda that fits your lifestyle.

Whether it’s the City, Civic, WR-V, HR-V, or CR-V, every drive brings you closer to your dream.

✨ Explore the full Honda lineup today and experience the power of perfection. Visit our website now!",,https://scontent.fkul6-3.fna.fbcdn.net/v/t39.30808-6/569410666_1326107819526436_2878220011421656188_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeFX1T5b3eY5oKzUUYnhXXcbN2LM_P72Hi43Ysz8_vYeLj-lM-8BzX-Wc5N7s2RVVarZYQO0ITecZrDEqLJWbNZP&_nc_ohc=N7iYiXzN8HAQ7kNvwH6yEZj&_nc_oc=AdlvqTKlXvTyhlEGuwHQPjwkOJnPcbWipSBBHEtgxdLJDc-ROhzHHIC4Jk_c_otCbAk&_nc_zt=23&_nc_ht=scontent.fkul6-3.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQE1bYiIL9zkxgyOw3j1PzIvivPMHtpSnm7uMcbaUjt6KBqUaT3ICyAoPIFcLabQ_F-jw3w3Pd0Z&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=8c4ec0&_nc_sid=58080a&oh=00_AfeJxE2kR9KJYHPULNcW6WCpHWKRlI6w1WhPaVHxhL5H9A&oe=69060B87,,,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
120237040661990325,C2 - 23/10,ACTIVE,Static Image,120236905896320325,MeGroup | Engagement | M20 | Amirah,OUTCOME_ENGAGEMENT,120236905896310325,Interest Targeting | Car Brands,POST_ENGAGEMENT,,"🌄 Made for Every Destination 🌄
Wherever the road takes you, Mitsubishi delivers confidence, comfort, and capability that go the distance.

🚘 Mitsubishi Xpander
Practical meets stylish.  A versatile 7-seater designed for family adventures, city drives, and everything in between.

🚙 Mitsubishi Triton 2025
Rugged strength with modern sophistication. Built to conquer tough terrain while giving you the comfort and tech you need for every journey.

No matter your destination, Mitsubishi is ready to drive with you every mile of the way.
🌐  Visit our website for more info!",,https://scontent.fkul6-4.fna.fbcdn.net/v/t39.30808-6/565704896_1324302513040300_9210438247110041686_n.jpg?_nc_cat=105&ccb=1-7&_nc_eui2=AeHlyuJ5BN5P6tDX6ZE3aC_-oNCpZENs8c-g0KlkQ2zxz6ekxH0I1cWm_mOKj_aErUf_60UOcSOJXBdIBqoI2dgj&_nc_ohc=I1SC-azTZm4Q7kNvwG605Js&_nc_oc=Adm2htlqeVxOGiXsxx97X9LmMBtXuZwA7uwB3ftSNZBfyXXT71bU2_w3TWndwTFBsTs&_nc_zt=23&_nc_ht=scontent.fkul6-4.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQF7yprhdSCISFNKo2UzWa352U5PJlwJ_3RVmncx1dmY4_Z5mHp7zZqVp54snEVUpM_kwK4VvxHj&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=8c4ec0&_nc_sid=58080a&oh=00_AfcgPhcAjBUZFPTaVgWQY7Vn0fCNxuzaZBgpjhmD0gUwlg&oe=69061116,,,51.03,4326,504,11.650485,0.10125,11.796117,0.0,0,0.0
120236905896360325,C1 - 21/10,ACTIVE,Static Image,120236905896320325,MeGroup | Engagement | M20 | Amirah,OUTCOME_ENGAGEMENT,120236905896310325,Interest Targeting | Car Brands,POST_ENGAGEMENT,,"🚘✨ Go Beyond Ordinary. Step Into Extraordinary. ✨🚘

Meet the GWM Haval H6 HEV.  Where cutting-edge technology meets powerful elegance.

From its bold design to smart hybrid performance, every drive feels smoother, stronger, and smarter.

🔥 Command the road. Own every moment.
🌐 Visit our website today: https://me-grp.com/",,https://scontent.fkul6-3.fna.fbcdn.net/v/t39.30808-6/568508151_1324301119707106_1986583453256712085_n.jpg?_nc_cat=111&ccb=1-7&_nc_eui2=AeFHUKBenTENloGPMFQPXGj5JPdiwZ1gb2Ak92LBnWBvYNNHM7yyJuIaSoMR6lb-njd2lM7-9tltZEoyfMf1lISV&_nc_ohc=7bOb4upo0voQ7kNvwHCn1RE&_nc_oc=AdlW5cbtHe2x20nH3PyUUa7-u6x5L18l6P39kVfnF5ncqF9P8Nf3birE7SBbLNEp7j4&_nc_zt=23&_nc_ht=scontent.fkul6-3.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQF8hIL1W3Ml5Yl0ImzANo9F1gd4Z4BORW6KvDMeoENjTE8iUsGm7hQZPTfkrd36tOeQj7t6kous&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=8c4ec0&_nc_sid=58080a&oh=00_AfcYuljjn2Y8FrOWEW37F3QEAjSv88qONKvwKvXNIfp6gQ&oe=6906287E,,,21.08,1387,243,17.519827,0.086749,15.19827,0.0,0,0.0
120237325551650325,C3 - 28/10,ACTIVE,Static Image,120236911751970325,MeGroup | BA | Client | M20 | Amirah,OUTCOME_AWARENESS,120236911751960325,Interest Targeting | Car Brands,REACH,,"🚘 Every Dream Has Its Perfect Ride 🚘

From sleek sedans to bold SUVs, discover the Honda that fits your lifestyle.

Whether it’s the City, Civic, WR-V, HR-V, or CR-V, every drive brings you closer to your dream.

✨ Explore the full Honda lineup today and experience the power of perfection. Visit our website now!",,https://scontent.fkul6-3.fna.fbcdn.net/v/t39.30808-6/569410666_1326107819526436_2878220011421656188_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeFX1T5b3eY5oKzUUYnhXXcbN2LM_P72Hi43Ysz8_vYeLj-lM-8BzX-Wc5N7s2RVVarZYQO0ITecZrDEqLJWbNZP&_nc_ohc=N7iYiXzN8HAQ7kNvwH6yEZj&_nc_oc=AdlvqTKlXvTyhlEGuwHQPjwkOJnPcbWipSBBHEtgxdLJDc-ROhzHHIC4Jk_c_otCbAk&_nc_zt=23&_nc_ht=scontent.fkul6-3.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQFqFz0S-4iXDNGk1AZ5mzRgcs2GjvutVZL2agxvzh3RHNlsS4kdWf9ki1ynfg7-GHQ5eHJUbURO&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=8c4ec0&_nc_sid=58080a&oh=00_AfdjFN6Zi7wBL5sA7kEMCQbsWBpeeA9UEl9Ve4gtLW73-A&oe=69060B87,,,0.02,203,0,0.0,0.0,0.098522,0.0,0,0.0
120237323621530325,M38 [nyonya magical],ACTIVE,Video/Reel,120236358860800325,Rona Jingga | Conversions | Tyra | M40,OUTCOME_SALES,120236358860810325,Rona Jingga | Interest Targeting,OFFSITE_CONVERSIONS,Kebaya ironless On Sale 👉🏻,"Printed Kebaya secantik ni tak payah iron?! 😱 NYONYA Premium Printed Loose Kebaya.

Ini la dia Kebaya Loose yang buat level gaya korang naik mendadak! Bukan sekadar cantik, tapi NYONYA Kebaya ni direka untuk keselesaan maximum!

✅ TAK PERLU GOSOK!
✅ Material Soft Italian Crepe 
✅ Potongan Longgar yang Elegant - Sesuai untuk wuduk, menyusu (BF-Friendly), dan ibu mengandung. 
✅ Skirt Lipat Batik yang unik 

Sesuai sangat untuk daily wear atau majlis special! Siapa kata nak nampak eksklusif kena pakai yang ketat?

Stok tak banyak tau, cepat checkout sekarang! ❤️",,https://scontent.fkul6-4.fna.fbcdn.net/v/t15.5256-10/568896586_1191891319513778_5533633815460176620_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeEO-Fvsc7oWJY6g8wg8kDhlMXoKpRVRvA8xegqlFVG8D4Vk9Z9krRzzepaEiB-1em8i5zzj0q_i0FBx8PBv64D1&_nc_ohc=xrjFTeRLZqoQ7kNvwEuj7SV&_nc_oc=AdliuvfcXCjotMmy-YQNjNDYMoz8FwIIxEIcXx-D3LehCthPh2KObE7SnoYsxcosaA0&_nc_zt=23&_nc_ht=scontent.fkul6-4.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQHIDHvjU9kVnMD5t-iv2AWOXGXvGxCA4uyHCBMUsRntdP68OtcCbVm1_yBi2nUWwkl9VO96WGHN&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=282d23&_nc_sid=58080a&oh=00_AffUXkBtgerYK2RIMyP282Urml-iP5WVmYN2kEsIKZ5TeA&oe=6906058C,,,17.1,861,35,4.065041,0.488571,19.860627,0.0,0,0.0
120237321434760325,C3,ACTIVE,Static Image,120236480694140325,ACS Curtain | WA | M3 | Rashdan,OUTCOME_ENGAGEMENT,120236480694150325,Home Decor Enthusiast,CONVERSATIONS,Give Your Home a Fresh New Look,"✨Why settle for walls that don’t wow?✨
Wallpaper isn’t just decoration, it transforms your entire space.

Your clients expect perfection, and we’re here to help you deliver it with confidence.

From show units to luxury homes, ACS supports interior designers with:

✔ Wide range of premium wallpaper styles & textures
✔ Custom-fit installation for every project
✔ On-time delivery & professional workmanship

📞 Secure your FREE consultation & quotation today. Limited slots, lock in your project before bookings fill up!
www.wasap.com/60168783622",https://scontent.fkul6-1.fna.fbcdn.net/v/t45.1600-4/567470301_1379192393876386_6089033599393433483_n.png?stp=dst-jpg_tt6&_nc_cat=103&ccb=1-7&_nc_sid=890911&_nc_eui2=AeFbq29rrvL5WkOCdMOtQ5czMZpcC9PL2-wxmlwL08vb7CDpSr6AC7CRkZMJQgrmuX5h3XxP2vbFIrYqjZspfohC&_nc_ohc=DIi0cVYKczAQ7kNvwGryrfg&_nc_oc=AdmS883qPoPHVpKQNWPyX3UR5H6bcqd_YOUdVPVgOxWhKPRVZRuoNRfzmgjWAOq3sxE&_nc_zt=1&_nc_ht=scontent.fkul6-1.fna&edm=AJcBmwoEAAAA&_nc_gid=nSqUMv2wga5fBJiNo8aPdA&_nc_tpa=Q5bMBQFwcseiuDOZzmskMQ-755Yvy5GZSJFJNpLWRjBi92i54jDuW2rPRomV71qviyjP2vePFfIb7J17&oh=00_AffJ5cps_xlNpYUbMWRlHWG3CxoU20StCaNFrL8MPlqlog&oe=690632C8,https://external.fkul6-1.fna.fbcdn.net/emg1/v/t13/8966422016066713902?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJCE9DXHCH-zIMbySh2qffNLYkaHgpcoP1klAwWl_QcwJKDFLf4RSXhyq0b6_xPRuZOgCMzbKp3rELmV5g56z69TEn62fFzhmbxHfIPLG4EhBzriTkLSdRCmywMvtnQt1xebqdPeZVdHJW28d2kGLHj&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_eui2=AeFATc5CKYKOBxsfZvQL4c8jMng9ZCrcvCwyeD1kKty8LBhlWLr4cur-mV6Eo4S5qPIwbq8uiaRF8t4g2GBHFXv2&_nc_oc=Adk92xDSt-KpFfywKI9BAXIglv3G5ybvRmOnFMI1eiWJzRBe_9WpKl4NrCIxp8BdWCY&ccb=13-1&oh=06_Q3-4AUu7mb1XiEDcMc1_a4jAajMrsfEPYWSyMH9sJ59-VIhO&oe=6902141B&_nc_sid=58080a,,https://api.whatsapp.com/send,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0
120236480694240325,C1,ACTIVE,Static Image,120236480694140325,ACS Curtain | WA | M3 | Rashdan,OUTCOME_ENGAGEMENT,120236480694150325,Home Decor Enthusiast,CONVERSATIONS,Give Your Home a Fresh New Look,"Tired of dull windows? Discover 3 blinds that redefine comfort and style.

Blinds aren’t just about privacy, they set the mood, control the light, and elevate your interior instantly.

✔ Sleek & modern design
✔ Easy to maintain
✔ Custom-fit for any window

Discover & upgrade the perfect blind for your home or project with ACS Curtain & Blinds.

📩 Contact us today for your free consultation & quotation. Limited consultation slots available!
www.wasap.com/60168783622",https://scontent.fkul6-3.fna.fbcdn.net/v/t45.1600-4/565797314_2682989908759577_2902125171624940648_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=890911&_nc_eui2=AeG8xr7_dkzpLbH1-TNHAcqi5iIqHm2bsnjmIioebZuyeBhtD3K_tUAtZsgB-y4qRXqMAe9JByuQ6H8dvvV6TaoK&_nc_ohc=D7fLHyFM-VcQ7kNvwH5Eszh&_nc_oc=AdmwEDGFuBM0wX4a7KcA7lKfecRJJmkDJKmYw4nL3R2B_kN3ygU_ywFAhvqnJe2Guxk&_nc_zt=1&_nc_ht=scontent.fkul6-3.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQEKW98oBKOt_JWcl-I4UGnOKTkMEf8K6LEBko5V4qTnG-gIeTXdAeWZySGKEIL3CFUnlKr4SpG8&oh=00_AffM-UFki7d4Ih5q_FFfACz7RzDs-XCCdR5WoyXIrnhoQA&oe=69061F5D,https://external.fkul6-1.fna.fbcdn.net/emg1/v/t13/5699711555617263378?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKeIE3AKks6cOJ2SUPtbTA_aZqTZfZrz799esqNgveghw1w7tT5gur4T6uPYRKOr3u9XXS6_NlJ9E20auSdPrqTKit8sHzzUIaazazm_nHJEZ4JTp-RnsoYT06y-nc2bey5d8z_8YAY2mT9UtoIjQC8&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_eui2=AeEE36QZ5o7-shhFPB7cwAPBC16IwUsmnNULXojBSyac1fjAQ2wjqboWA0B1S-SwO221SrREFRnH0KHtA7P7BMkZ&_nc_oc=AdmjhIBLY_o-agwh2072o1PTfqQoYhooaQa7Whe4oudY46xUDguVOHMd0c0_tJnL5mU&ccb=13-1&oh=06_Q3-4AVpM6KhTpS1jLtUv3mWSk_zsqnPj3YJIerqTflh2bpoA&oe=69023255&_nc_sid=58080a,,https://api.whatsapp.com/send,206.46,4853,153,3.152689,1.349412,42.542757,0.0,0,0.0
120236554481450325,C2,ACTIVE,Static Image,120236480694140325,ACS Curtain | WA | M3 | Rashdan,OUTCOME_ENGAGEMENT,120236480694150325,Home Decor Enthusiast,CONVERSATIONS,Give Your Home a Fresh New Look,"✨ Ready for a wall makeover? ✨
Give your home a fresh new look with our modern and elegant wallpaper collection, stylish, durable, and easy to maintain! 💫

✔ Seamlessly covers uneven walls
✔ Instantly elevates any room
✔ Custom-fit for every space
✔ Made with premium, long-lasting material

📞 Slots are filling fast, contact us today and let’s transform your space!
www.wasap.com/60168783622",https://scontent.fkul6-4.fna.fbcdn.net/v/t45.1600-4/565472758_1487170945937623_9049993216553474448_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=890911&_nc_eui2=AeEc02u57NMVegocb9a5C8CoI291ijYG05Ujb3WKNgbTlS0B8pobkp95AXqLlPI7qztWfOmripOJshqbe9Y9evgP&_nc_ohc=OGlpoHgJtzEQ7kNvwHi9Sfj&_nc_oc=Adk6vW7ctxp-UfzJojy_isDJLOeQWP5vEUjYAqMaLioc4a9gn_dYURvxBe2xjuKBMm8&_nc_zt=1&_nc_ht=scontent.fkul6-4.fna&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_tpa=Q5bMBQEJ9RS_j3IngwkQQTvbZNlTkEK6Xj1x7J-vNTiXxGo_Pm6oOyy4TfaXupwc4mxpEqLn3rNMdZ3p&oh=00_AfeNfvyLkkM_I75KSRVf0FW37DH3z1I4ejA-t-1xVFHauA&oe=69062FBB,https://external.fkul6-1.fna.fbcdn.net/emg1/v/t13/14948464714950059093?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLcLDO-DpXiJIXL1ejvYq4YJMLv0koWKM-PX6LXvrudIoaobyFfIvpwvvI3dTDQMEm6vmk0DtykSYcCjXTmqGzBOapMDYP7Ll7a-aHkjNCrtf5fAef-w0SzINGnNfiyiKXgIUWrUFFExyGMcL9DiWIR&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AOgd6ZUEAAAA&_nc_gid=b0h5EekqQG726Zx9BP1oSQ&_nc_eui2=AeFg8GoCmB2bKVQY-UOPQsXnnCWMWPMuk8GcJYxY8y6TwfYleVkRzaaRDv0KbHzMuDKiWQIQkMaxzGJ4Wh0V_hcC&_nc_oc=Adnn18UftIyDsInQRkInf8fjiCgoIB6lI7gKAa16RRQG69knKRfxoBTdhYD3sTCqhhc&ccb=13-1&oh=06_Q3-4ATK_XaY3g5epdCLkp9c9rwgNUhEfSg_PBgtr3LoWzqgU&oe=6902348E&_nc_sid=58080a,,https://api.whatsapp.com/send,31.97,775,18,2.322581,1.776111,41.251613,0.0,0,0.0
